date,funding7d_pct,gls,top_ls,taker_ls,oi_pctl_90d,fng,close
2025-09-15,0.3732,1.818,1.699,1.917,94.4,53,54.0
2025-09-16,0.263,1.93,1.64,0.665,96.7,52,54.456
2025-09-17,0.2557,2.225,1.699,0.377,97.8,53,57.766
2025-09-18,0.3004,1.875,1.659,1.497,100.0,52,58.681
2025-09-19,0.4476,1.907,1.558,1.779,100.0,53,56.181
2025-09-20,0.5466,1.79,1.444,1.183,98.9,48,54.25
2025-09-21,0.5992,2.072,1.31,1.201,96.7,49,50.89
2025-09-22,0.66,2.134,1.243,0.469,92.2,45,47.278
2025-09-23,0.7144,2.195,1.174,0.538,88.9,43,44.671
2025-09-24,0.7974,2.053,1.333,0.961,90.0,44,45.646
2025-09-25,0.7775,2.615,1.438,0.606,91.1,44,40.414
2025-09-26,0.6573,1.994,1.644,1.492,96.7,28,44.827
2025-09-27,0.5618,2.381,1.689,1.926,92.2,33,45.75
2025-09-28,0.4761,2.434,1.756,1.363,93.3,37,47.171
2025-09-29,0.4474,2.696,1.795,0.912,92.2,50,46.19
2025-09-30,0.3916,2.487,1.8,1.789,85.6,50,45.22
2025-10-01,0.3189,2.344,1.701,0.455,87.8,49,47.233
2025-10-02,0.3289,2.161,1.725,2.158,96.7,64,50.811
2025-10-03,0.3563,2.455,1.678,0.751,94.4,63,49.431
2025-10-04,0.3721,2.245,1.652,1.002,94.4,71,49.121
2025-10-05,0.3998,3.043,1.247,0.42,100.0,74,48.195
2025-10-06,0.3968,2.801,1.27,1.04,96.7,71,47.213
2025-10-07,0.3924,2.486,1.407,0.7,95.6,70,45.123
2025-10-08,0.3903,1.951,1.445,1.41,87.8,60,46.645
2025-10-09,0.39,1.905,1.686,0.752,72.2,70,43.965
2025-10-10,0.3356,0.783,1.455,0.691,64.4,64,37.735
2025-10-11,0.5091,1.403,1.66,0.642,65.6,27,36.828
2025-10-12,0.4749,1.769,1.698,0.507,64.4,24,39.621
2025-10-13,0.4364,2.042,2.036,0.83,65.6,38,42.424
2025-10-14,0.4177,2.342,2.025,0.498,64.4,38,39.39
2025-10-15,0.4095,2.414,1.921,1.505,57.8,34,37.364
2025-10-16,0.2752,2.142,1.965,0.46,56.7,28,36.794
2025-10-17,0.2589,1.993,1.861,0.94,52.2,22,35.462
2025-10-18,0.0389,2.09,2.108,0.999,53.3,23,36.862
2025-10-19,0.0439,2.233,2.117,1.341,55.6,29,37.398
2025-10-20,0.0533,2.393,2.366,0.474,58.9,29,37.939
2025-10-21,0.0666,2.053,2.67,1.314,45.6,34,35.346
2025-10-22,0.0484,1.762,2.61,0.445,41.1,25,36.233
2025-10-23,0.1482,2.375,2.324,1.552,58.9,27,40.198
2025-10-24,0.1646,2.36,2.511,1.788,57.8,30,39.288
2025-10-25,0.1918,2.086,2.291,1.161,64.4,37,44.213
2025-10-26,0.1918,2.218,2.146,0.413,65.6,40,47.295
2025-10-27,0.1918,2.504,1.598,1.108,75.6,51,46.52
2025-10-28,0.1589,2.51,1.554,0.948,81.1,50,47.657
2025-10-29,0.0858,2.749,1.546,1.004,90.0,51,47.952
2025-10-30,0.0532,2.615,1.829,0.882,66.7,34,45.389
2025-10-31,0.0532,2.512,1.804,1.077,58.9,29,43.685
2025-11-01,0.0532,2.715,1.886,0.546,56.7,33,43.262
2025-11-02,0.0532,2.319,1.759,1.223,57.8,37,42.443
2025-11-03,0.0532,2.434,1.683,0.318,47.8,42,40.187
2025-11-04,0.0861,2.21,1.456,1.028,47.8,21,39.012
2025-11-05,0.1796,2.713,1.687,1.043,50.0,23,41.357
2025-11-06,0.2122,2.561,1.723,0.723,46.7,27,38.498
2025-11-07,0.2122,2.196,1.865,0.832,51.1,24,42.243
2025-11-08,0.2122,2.077,1.664,0.403,40.0,20,40.145
2025-11-09,0.2122,1.694,1.697,0.565,43.3,22,41.813
2025-11-10,0.2122,1.794,1.77,0.777,42.2,29,41.443
2025-11-11,0.2122,1.456,1.842,0.85,36.7,26,38.682
2025-11-12,0.21,1.313,1.923,0.931,40.0,24,38.356
2025-11-13,0.21,1.255,2.05,0.709,42.2,15,38.527
2025-11-14,0.21,1.458,2.055,0.767,41.1,16,37.492
2025-11-15,0.21,1.643,2.146,1.281,36.7,10,38.567
2025-11-16,0.21,1.838,2.134,1.092,33.3,10,38.699
2025-11-17,0.21,1.701,1.871,1.894,34.4,14,39.335
2025-11-18,0.2088,2.311,1.785,0.904,50.0,11,38.653
2025-11-19,0.2064,1.961,1.965,1.75,52.2,15,38.842
2025-11-20,0.2063,2.422,1.833,0.774,44.4,11,37.541
2025-11-21,0.1856,1.457,1.865,1.014,55.6,14,33.85
2025-11-22,0.1856,1.514,1.698,1.133,46.7,11,29.977
2025-11-23,0.1718,1.389,1.85,1.281,51.1,13,31.863
2025-11-24,0.1712,1.374,1.754,0.719,47.8,19,33.728
2025-11-25,0.1578,1.416,1.799,0.702,47.8,20,33.717
2025-11-26,0.153,1.289,1.898,1.439,56.7,15,36.222
2025-11-27,0.1165,1.503,1.787,2.56,43.3,22,34.723
2025-11-28,0.1336,1.626,1.709,1.587,43.3,25,34.924
2025-11-29,0.1336,1.533,1.706,1.383,33.3,28,34.329
2025-11-30,0.1386,1.408,1.648,0.291,23.3,28,31.934
2025-12-01,0.1372,1.279,1.651,0.758,27.8,24,31.01
2025-12-02,0.1518,1.224,1.582,0.998,46.7,23,33.848
2025-12-03,0.159,1.33,1.548,1.861,28.9,28,34.65
2025-12-04,0.1956,1.438,1.606,1.743,15.6,26,33.519
2025-12-05,0.1749,1.444,1.69,1.299,11.1,28,30.965
2025-12-06,0.1455,1.457,1.677,0.933,16.7,23,30.946
2025-12-07,0.1313,1.356,1.628,1.658,32.2,20,29.719
2025-12-08,0.1309,1.378,1.61,0.712,22.2,20,29.484
2025-12-09,0.1309,1.483,1.677,0.261,15.6,22,27.896
2025-12-10,0.1299,1.188,1.79,0.399,12.2,26,28.817
2025-12-11,0.1239,1.409,1.774,1.266,24.4,29,29.128
2025-12-12,0.1483,1.433,1.65,0.751,14.4,29,28.588
2025-12-13,0.1752,1.472,1.655,2.182,17.8,23,29.576
2025-12-14,0.1979,1.637,1.593,1.196,22.2,21,28.806
2025-12-15,0.1948,1.87,1.568,0.832,6.7,16,27.583
2025-12-16,0.1699,1.583,1.729,0.432,3.3,11,26.79
2025-12-17,0.1709,1.755,1.635,0.951,2.2,16,24.473
2025-12-18,0.1769,1.63,1.719,1.085,1.1,17,22.458
2025-12-19,0.1769,1.443,1.601,1.703,8.9,16,24.862
2025-12-20,0.1794,1.564,1.575,1.382,8.9,20,23.992
2025-12-21,0.1749,1.352,1.629,1.34,10.0,20,24.825
2025-12-22,0.1752,1.438,1.625,2.781,6.7,25,24.871
2025-12-23,0.1951,1.531,1.599,1.121,2.2,24,23.956
2025-12-24,0.1833,1.407,1.709,0.55,11.1,24,25.156
2025-12-25,0.1831,1.559,1.765,1.089,4.4,23,24.384
2025-12-26,0.1793,1.616,1.753,2.288,13.3,20,25.774
2025-12-27,0.1743,1.818,1.778,1.215,20.0,23,25.961
2025-12-28,0.1637,1.813,1.737,0.566,17.8,24,25.342
2025-12-29,0.1637,1.689,1.652,0.682,8.9,24,25.791
2025-12-30,0.1503,2.001,1.767,1.266,22.2,23,25.965
2025-12-31,0.1616,1.944,1.877,2.22,7.8,21,25.452
2026-01-01,0.1471,1.789,1.788,0.959,22.2,20,24.243
2026-01-02,0.1278,1.524,1.86,0.779,26.7,28,24.598
2026-01-03,0.1327,1.423,1.872,1.042,30.0,29,25.376
2026-01-04,0.148,1.419,1.894,1.676,63.3,25,26.862
2026-01-05,0.1483,1.74,1.89,0.507,21.1,26,26.5
2026-01-06,0.1407,1.646,1.789,1.133,61.1,44,28.236
2026-01-07,0.1412,1.741,2.008,2.352,40.0,42,26.864
2026-01-08,0.1426,1.859,2.046,0.649,13.3,28,25.672
2026-01-09,0.1481,1.681,2.015,0.313,13.3,27,25.071
2026-01-10,0.1058,1.774,1.895,0.458,22.2,25,24.037
2026-01-11,0.0669,1.665,2.039,2.059,14.4,29,24.432
2026-01-12,0.0618,1.531,1.85,1.344,24.4,27,23.75
2026-01-13,0.0878,1.426,2.042,2.085,28.9,26,25.749
2026-01-14,0.0878,1.664,2.307,0.647,5.6,48,25.965
2026-01-15,0.1011,1.757,2.719,0.947,3.3,61,24.722
2026-01-16,0.1172,1.714,2.603,1.521,5.6,49,24.994
2026-01-17,0.1595,1.676,2.513,1.949,11.1,50,25.419
2026-01-18,0.1983,2.025,2.564,1.077,7.8,49,24.456
2026-01-19,0.2083,1.681,3.136,0.463,5.6,44,23.714
2026-01-20,0.1994,1.674,2.832,0.958,1.1,32,20.982
2026-01-21,0.1778,1.586,2.664,0.942,4.4,24,21.528
2026-01-22,0.156,1.655,2.409,1.957,5.6,20,21.44
2026-01-23,0.1184,1.424,2.376,2.323,18.9,24,22.634
2026-01-24,0.1068,1.726,2.313,1.21,30.0,25,23.204
2026-01-25,0.0977,1.796,2.556,1.539,8.9,25,22.193
